122 62 22
0.261228 15 18 7
0.277663 16 18 7
0.293912 17 18 7
0.309963 18 18 7
0.325804 19 18 7
0.341426 20 18 7
0.356818 21 18 7
0.371969 22 18 7
0.38687 23 18 7
0.401509 24 18 7
0.415878 25 18 7
0.429967 26 18 7
0.443766 27 18 7
0.457266 28 18 7
0.470458 29 18 7
0.483332 30 18 7
0.495881 31 18 7
0.508095 32 18 7
0.519967 33 18 7
0.531489 34 18 7
0.542652 35 18 7
0.553449 36 18 7
0.563873 37 18 7
0.573918 38 18 7
0.583575 39 18 7
0.592839 40 18 7
0.601703 41 18 7
0.610162 42 18 7
0.61821 43 18 7
0.625841 44 18 7
0.63305 45 18 7
0.639832 46 18 7
0.646183 47 18 7
0.652098 48 18 7
0.657574 49 18 7
0.662606 50 18 7
0.667192 51 18 7
0.671328 52 18 7
0.675012 53 18 7
0.678241 54 18 7
0.681012 55 18 7
0.683325 56 18 7
0.685176 57 18 7
0.686566 58 18 7
0.687493 59 18 7
0.687957 60 18 7
0.687957 61 18 7
0.687493 62 18 7
0.686566 63 18 7
0.685176 64 18 7
0.683325 65 18 7
0.681012 66 18 7
0.678241 67 18 7
0.675012 68 18 7
0.671328 69 18 7
0.667192 70 18 7
0.662606 71 18 7
0.657574 72 18 7
0.652098 73 18 7
0.646183 74 18 7
0.639832 75 18 7
0.63305 76 18 7
0.625841 77 18 7
0.61821 78 18 7
0.610162 79 18 7
0.601703 80 18 7
0.592839 81 18 7
0.583575 82 18 7
0.573918 83 18 7
0.563873 84 18 7
0.553449 85 18 7
0.542652 86 18 7
0.531489 87 18 7
0.519967 88 18 7
0.508095 89 18 7
0.495881 90 18 7
0.483332 91 18 7
0.470458 92 18 7
0.457266 93 18 7
0.443766 94 18 7
0.429967 95 18 7
0.415878 96 18 7
0.401509 97 18 7
0.38687 98 18 7
0.371969 99 18 7
0.356818 100 18 7
0.341426 101 18 7
0.325804 102 18 7
0.309963 103 18 7
0.293912 104 18 7
0.277663 105 18 7
0.261228 106 18 7
0.244616 107 18 7
0.227839 108 18 7
0.210909 109 18 7
0.193836 110 18 7
0.176633 111 18 7
0.159311 112 18 7
0.141881 113 18 7
0.124356 114 18 7
0.106747 115 18 7
0.089066 116 18 7
0.071325 117 18 7
0.0535358 118 18 7
0.0357106 119 18 7
0.0178613 120 18 7
0 121 18 7
0 0 19 7
0.0185276 1 19 7
0.0370428 2 19 7
0.055533 3 19 7
0.0739857 4 19 7
0.0923886 5 19 7
0.110729 6 19 7
0.128995 7 19 7
0.147174 8 19 7
0.165254 9 19 7
0.183222 10 19 7
0.201067 11 19 7
0.218777 12 19 7
0.236339 13 19 7
0.253741 14 19 7
0.270973 15 19 7
0.288022 16 19 7
0.304876 17 19 7
0.321526 18 19 7
0.337958 19 19 7
0.354163 20 19 7
0.370129 21 19 7
0.385845 22 19 7
0.401302 23 19 7
0.416488 24 19 7
0.431393 25 19 7
0.446007 26 19 7
0.460321 27 19 7
0.474324 28 19 7
0.488008 29 19 7
0.501363 30 19 7
0.514379 31 19 7
0.52705 32 19 7
0.539364 33 19 7
0.551316 34 19 7
0.562895 35 19 7
0.574095 36 19 7
0.584909 37 19 7
0.595328 38 19 7
0.605345 39 19 7
0.614955 40 19 7
0.62415 41 19 7
0.632924 42 19 7
0.641272 43 19 7
0.649187 44 19 7
0.656665 45 19 7
0.6637 46 19 7
0.670288 47 19 7
0.676424 48 19 7
0.682104 49 19 7
0.687325 50 19 7
0.692082 51 19 7
0.696372 52 19 7
0.700193 53 19 7
0.703542 54 19 7
0.706417 55 19 7
0.708816 56 19 7
0.710737 57 19 7
0.712178 58 19 7
0.71314 59 19 7
0.713621 60 19 7
0.713621 61 19 7
0.71314 62 19 7
0.712178 63 19 7
0.710737 64 19 7
0.708816 65 19 7
0.706417 66 19 7
0.703542 67 19 7
0.700193 68 19 7
0.696372 69 19 7
0.692082 70 19 7
0.687325 71 19 7
0.682104 72 19 7
0.676424 73 19 7
0.670288 74 19 7
0.6637 75 19 7
0.656665 76 19 7
0.649187 77 19 7
0.641272 78 19 7
0.632924 79 19 7
0.62415 80 19 7
0.614955 81 19 7
0.605345 82 19 7
0.595328 83 19 7
0.584909 84 19 7
0.574095 85 19 7
0.562895 86 19 7
0.551316 87 19 7
0.539364 88 19 7
0.52705 89 19 7
0.514379 90 19 7
0.501363 91 19 7
0.488008 92 19 7
0.474324 93 19 7
0.460321 94 19 7
0.446007 95 19 7
0.431393 96 19 7
0.416488 97 19 7
0.401302 98 19 7
0.385845 99 19 7
0.370129 100 19 7
0.354163 101 19 7
0.337958 102 19 7
0.321526 103 19 7
0.304876 104 19 7
0.288022 105 19 7
0.270973 106 19 7
0.253741 107 19 7
0.236339 108 19 7
0.218777 109 19 7
0.201067 110 19 7
0.183222 111 19 7
0.165254 112 19 7
0.147174 113 19 7
0.128995 114 19 7
0.110729 115 19 7
0.0923886 116 19 7
0.0739857 117 19 7
0.055533 118 19 7
0.0370428 119 19 7
0.0185276 120 19 7
0 121 19 7
0 0 20 7
0.0191448 1 20 7
0.0382767 2 20 7
0.0573828 3 20 7
0.0764503 4 20 7
0.0954662 5 20 7
0.114418 6 20 7
0.133292 7 20 7
0.152077 8 20 7
0.170759 9 20 7
0.189326 10 20 7
0.207765 11 20 7
0.226064 12 20 7
0.244211 13 20 7
0.262194 14 20 7
0.279999 15 20 7
0.297616 16 20 7
0.315032 17 20 7
0.332236 18 20 7
0.349216 19 20 7
0.36596 20 20 7
0.382458 21 20 7
0.398698 22 20 7
0.41467 23 20 7
0.430361 24 20 7
0.445763 25 20 7
0.460864 26 20 7
0.475655 27 20 7
0.490125 28 20 7
0.504264 29 20 7
0.518064 30 20 7
0.531514 31 20 7
0.544606 32 20 7
0.557331 33 20 7
0.569681 34 20 7
0.581646 35 20 7
0.593219 36 20 7
0.604393 37 20 7
0.615159 38 20 7
0.62551 39 20 7
0.63544 40 20 7
0.644941 41 20 7
0.654008 42 20 7
0.662634 43 20 7
0.670813 44 20 7
0.67854 45 20 7
0.685809 46 20 7
0.692616 47 20 7
0.698957 48 20 7
0.704826 49 20 7
0.71022 50 20 7
0.715136 51 20 7
0.719569 52 20 7
0.723518 53 20 7
0.726978 54 20 7
0.729949 55 20 7
0.732427 56 20 7
0.734412 57 20 7
0.735902 58 20 7
0.736896 59 20 7
0.737393 60 20 7
0.737393 61 20 7
0.736896 62 20 7
0.735902 63 20 7
0.734412 64 20 7
0.732427 65 20 7
0.729949 66 20 7
0.726978 67 20 7
0.723518 68 20 7
0.719569 69 20 7
0.715136 70 20 7
0.71022 71 20 7
0.704826 72 20 7
0.698957 73 20 7
0.692616 74 20 7
0.685809 75 20 7
0.67854 76 20 7
0.670813 77 20 7
0.662634 78 20 7
0.654008 79 20 7
0.644941 80 20 7
0.63544 81 20 7
0.62551 82 20 7
0.615159 83 20 7
0.604393 84 20 7
0.593219 85 20 7
0.581646 86 20 7
0.569681 87 20 7
0.557331 88 20 7
0.544606 89 20 7
0.531514 90 20 7
0.518064 91 20 7
0.504264 92 20 7
0.490125 93 20 7
0.475655 94 20 7
0.460864 95 20 7
0.445763 96 20 7
0.430361 97 20 7
0.41467 98 20 7
0.398698 99 20 7
0.382458 100 20 7
0.36596 101 20 7
0.349216 102 20 7
0.332236 103 20 7
0.315032 104 20 7
0.297616 105 20 7
0.279999 106 20 7
0.262194 107 20 7
0.244211 108 20 7
0.226064 109 20 7
0.207765 110 20 7
0.189326 111 20 7
0.170759 112 20 7
0.152077 113 20 7
0.133292 114 20 7
0.114418 115 20 7
0.0954662 116 20 7
0.0764503 117 20 7
0.0573828 118 20 7
0.0382767 119 20 7
0.0191448 120 20 7
0 121 20 7
0 0 21 7
0.0197112 1 21 7
0.0394092 2 21 7
0.0590805 3 21 7
0.0787121 4 21 7
0.0982906 5 21 7
0.117803 6 21 7
0.137236 7 21 7
0.156576 8 21 7
0.175811 9 21 7
0.194927 10 21 7
0.213912 11 21 7
0.232753 12 21 7
0.251436 13 21 7
0.269951 14 21 7
0.288283 15 21 7
0.306421 16 21 7
0.324353 17 21 7
0.342065 18 21 7
0.359548 19 21 7
0.376788 20 21 7
0.393774 21 21 7
0.410494 22 21 7
0.426938 23 21 7
0.443094 24 21 7
0.458951 25 21 7
0.474499 26 21 7
0.489727 27 21 7
0.504625 28 21 7
0.519183 29 21 7
0.533391 30 21 7
0.547239 31 21 7
0.560719 32 21 7
0.57382 33 21 7
0.586535 34 21 7
0.598854 35 21 7
0.61077 36 21 7
0.622274 37 21 7
0.633359 38 21 7
0.644016 39 21 7
0.65424 40 21 7
0.664022 41 21 7
0.673357 42 21 7
0.682238 43 21 7
0.690659 44 21 7
0.698615 45 21 7
0.706099 46 21 7
0.713108 47 21 7
0.719636 48 21 7
0.725679 49 21 7
0.731233 50 21 7
0.736294 51 21 7
0.740858 52 21 7
0.744923 53 21 7
0.748486 54 21 7
0.751545 55 21 7
0.754097 56 21 7
0.75614 57 21 7
0.757674 58 21 7
0.758697 59 21 7
0.759209 60 21 7
0.759209 61 21 7
0.758697 62 21 7
0.757674 63 21 7
0.75614 64 21 7
0.754097 65 21 7
0.751545 66 21 7
0.748486 67 21 7
0.744923 68 21 7
0.740858 69 21 7
0.736294 70 21 7
0.731233 71 21 7
0.725679 72 21 7
0.719636 73 21 7
0.713108 74 21 7
0.706099 75 21 7
0.698615 76 21 7
0.690659 77 21 7
0.682238 78 21 7
0.673357 79 21 7
0.664022 80 21 7
0.65424 81 21 7
0.644016 82 21 7
0.633359 83 21 7
0.622274 84 21 7
0.61077 85 21 7
0.598854 86 21 7
0.586535 87 21 7
0.57382 88 21 7
0.560719 89 21 7
0.547239 90 21 7
0.533391 91 21 7
0.519183 92 21 7
0.504625 93 21 7
0.489727 94 21 7
0.474499 95 21 7
0.458951 96 21 7
0.443094 97 21 7
0.426938 98 21 7
0.410494 99 21 7
0.393774 100 21 7
0.376788 101 21 7
0.359548 102 21 7
0.342065 103 21 7
0.324353 104 21 7
0.306421 105 21 7
0.288283 106 21 7
0.269951 107 21 7
0.251436 108 21 7
0.232753 109 21 7
0.213912 110 21 7
0.194927 111 21 7
0.175811 112 21 7
0.156576 113 21 7
0.137236 114 21 7
0.117803 115 21 7
0.0982906 116 21 7
0.0787121 117 21 7
0.0590805 118 21 7
0.0394092 119 21 7
0.0197112 120 21 7
0 121 21 7
0 0 22 7
0.0202254 1 22 7
0.0404371 2 22 7
0.0606216 3 22 7
0.0807652 4 22 7
0.100854 5 22 7
0.120876 6 22 7
0.140815 7 22 7
0.16066 8 22 7
0.180397 9 22 7
0.200011 10 22 7
0.219492 11 22 7
0.238824 12 22 7
0.257995 13 22 7
0.276992 14 22 7
0.295803 15 22 7
0.314414 16 22 7
0.332813 17 22 7
0.350988 18 22 7
0.368926 19 22 7
0.386616 20 22 7
0.404045 21 22 7
0.421201 22 22 7
0.438074 23 22 7
0.454651 24 22 7
0.470922 25 22 7
0.486876 26 22 7
0.502501 27 22 7
0.517788 28 22 7
0.532725 29 22 7
0.547304 30 22 7
0.561513 31 22 7
0.575344 32 22 7
0.588788 33 22 7
0.601834 34 22 7
0.614475 35 22 7
0.626701 36 22 7
0.638505 37 22 7
0.649879 38 22 7
0.660814 39 22 7
0.671305 40 22 7
0.681342 41 22 7
0.690921 42 22 7
0.700033 43 22 7
0.708674 44 22 7
0.716837 45 22 7
0.724517 46 22 7
0.731708 47 22 7
0.738407 48 22 7
0.744607 49 22 7
0.750306 50 22 7
0.755499 51 22 7
0.760182 52 22 7
0.764354 53 22 7
0.768009 54 22 7
0.771148 55 22 7
0.773766 56 22 7
0.775863 57 22 7
0.777437 58 22 7
0.778487 59 22 7
0.779012 60 22 7
0.779012 61 22 7
0.778487 62 22 7
0.777437 63 22 7
0.775863 64 22 7
0.773766 65 22 7
0.771148 66 22 7
0.768009 67 22 7
0.764354 68 22 7
0.760182 69 22 7
0.755499 70 22 7
0.750306 71 22 7
0.744607 72 22 7
0.738407 73 22 7
0.731708 74 22 7
0.724517 75 22 7
0.716837 76 22 7
0.708674 77 22 7
0.700033 78 22 7
0.690921 79 22 7
0.681342 80 22 7
0.671305 81 22 7
0.660814 82 22 7
0.649879 83 22 7
0.638505 84 22 7
0.626701 85 22 7
0.614475 86 22 7
0.601834 87 22 7
0.588788 88 22 7
0.575344 89 22 7
0.561513 90 22 7
0.547304 91 22 7
0.532725 92 22 7
0.517788 93 22 7
0.502501 94 22 7
0.486876 95 22 7
0.470922 96 22 7
0.454651 97 22 7
0.438074 98 22 7
0.421201 99 22 7
0.404045 100 22 7
0.386616 101 22 7
0.368926 102 22 7
0.350988 103 22 7
0.332813 104 22 7
0.314414 105 22 7
0.295803 106 22 7
0.276992 107 22 7
0.257995 108 22 7
0.238824 109 22 7
0.219492 110 22 7
0.200011 111 22 7
0.180397 112 22 7
0.16066 113 22 7
0.140815 114 22 7
0.120876 115 22 7
0.100854 116 22 7
0.0807652 117 22 7
0.0606216 118 22 7
0.0404371 119 22 7
0.0202254 120 22 7
0 121 22 7
0 0 23 7
0.0206859 1 23 7
0.0413578 2 23 7
0.0620019 3 23 7
0.0826041 4 23 7
0.103151 5 23 7
0.123628 6 23 7
0.144021 7 23 7
0.164318 8 23 7
0.184504 9 23 7
0.204565 10 23 7
0.224489 11 23 7
0.244261 12 23 7
0.263869 13 23 7
0.283299 14 23 7
0.302538 15 23 7
0.321572 16 23 7
0.340391 17 23 7
0.358979 18 23 7
0.377326 19 23 7
0.395418 20 23 7
0.413244 21 23 7
0.430791 22 23 7
0.448048 23 23 7
0.465003 24 23 7
0.481645 25 23 7
0.497961 26 23 7
0.513942 27 23 7
0.529577 28 23 7
0.544855 29 23 7
0.559765 30 23 7
0.574298 31 23 7
0.588444 32 23 7
0.602194 33 23 7
0.615537 34 23 7
0.628465 35 23 7
0.64097 36 23 7
0.653043 37 23 7
0.664676 38 23 7
0.67586 39 23 7
0.686589 40 23 7
0.696855 41 23 7
0.706652 42 23 7
0.715972 43 23 7
0.72481 44 23 7
0.733159 45 23 7
0.741013 46 23 7
0.748368 47 23 7
0.755219 48 23 7
0.761561 49 23 7
0.767389 50 23 7
0.7727 51 23 7
0.777491 52 23 7
0.781757 53 23 7
0.785496 54 23 7
0.788706 55 23 7
0.791384 56 23 7
0.793529 57 23 7
0.795138 58 23 7
0.796212 59 23 7
0.796749 60 23 7
0.796749 61 23 7
0.796212 62 23 7
0.795138 63 23 7
0.793529 64 23 7
0.791384 65 23 7
0.788706 66 23 7
0.785496 67 23 7
0.781757 68 23 7
0.777491 69 23 7
0.7727 70 23 7
0.767389 71 23 7
0.761561 72 23 7
0.755219 73 23 7
0.748368 74 23 7
0.741013 75 23 7
0.733159 76 23 7
0.72481 77 23 7
0.715972 78 23 7
0.706652 79 23 7
0.696855 80 23 7
0.686589 81 23 7
0.67586 82 23 7
0.664676 83 23 7
0.653043 84 23 7
0.64097 85 23 7
0.628465 86 23 7
0.615537 87 23 7
0.602194 88 23 7
0.588444 89 23 7
0.574298 90 23 7
0.559765 91 23 7
0.544855 92 23 7
0.529577 93 23 7
0.513942 94 23 7
0.497961 95 23 7
0.481645 96 23 7
0.465003 97 23 7
0.448048 98 23 7
0.430791 99 23 7
0.413244 100 23 7
0.395418 101 23 7
0.377326 102 23 7
0.358979 103 23 7
0.340391 104 23 7
0.321572 105 23 7
0.302538 106 23 7
0.283299 107 23 7
0.263869 108 23 7
0.244261 109 23 7
0.224489 110 23 7
0.204565 111 23 7
0.184504 112 23 7
0.164318 113 23 7
0.144021 114 23 7
0.123628 115 23 7
0.103151 116 23 7
0.0826041 117 23 7
0.0620019 118 23 7
0.0413578 119 23 7
0.0206859 120 23 7
0 121 23 7
0 0 24 7
0.0210915 1 24 7
0.0421688 2 24 7
0.0632177 3 24 7
0.084224 4 24 7
0.105173 5 24 7
0.126052 6 24 7
0.146846 7 24 7
0.16754 8 24 7
0.188122 9 24 7
0.208577 10 24 7
0.228891 11 24 7
0.249051 12 24 7
0.269044 13 24 7
0.288854 14 24 7
0.30847 15 24 7
0.327879 16 24 7
0.347066 17 24 7
0.366019 18 24 7
0.384725 19 24 7
0.403172 20 24 7
0.421348 21 24 7
0.439239 22 24 7
0.456835 23 24 7
0.474122 24 24 7
0.49109 25 24 7
0.507726 26 24 7
0.524021 27 24 7
0.539962 28 24 7
0.555539 29 24 7
0.570742 30 24 7
0.58556 31 24 7
0.599984 32 24 7
0.614003 33 24 7
0.627608 34 24 7
0.64079 35 24 7
0.65354 36 24 7
0.665849 37 24 7
0.67771 38 24 7
0.689114 39 24 7
0.700053 40 24 7
0.710521 41 24 7
0.720509 42 24 7
0.730012 43 24 7
0.739023 44 24 7
0.747536 45 24 7
0.755545 46 24 7
0.763044 47 24 7
0.770029 48 24 7
0.776495 49 24 7
0.782438 50 24 7
0.787853 51 24 7
0.792737 52 24 7
0.797087 53 24 7
0.8009 54 24 7
0.804172 55 24 7
0.806903 56 24 7
0.80909 57 24 7
0.810731 58 24 7
0.811826 59 24 7
0.812373 60 24 7
0.812373 61 24 7
0.811826 62 24 7
0.810731 63 24 7
0.80909 64 24 7
0.806903 65 24 7
0.804172 66 24 7
0.8009 67 24 7
0.797087 68 24 7
0.792737 69 24 7
0.787853 70 24 7
0.782438 71 24 7
0.776495 72 24 7
0.770029 73 24 7
0.763044 74 24 7
0.755545 75 24 7
0.747536 76 24 7
0.739023 77 24 7
0.730012 78 24 7
0.720509 79 24 7
0.710521 80 24 7
0.700053 81 24 7
0.689114 82 24 7
0.67771 83 24 7
0.665849 84 24 7
0.65354 85 24 7
0.64079 86 24 7
0.627608 87 24 7
0.614003 88 24 7
0.599984 89 24 7
0.58556 90 24 7
0.570742 91 24 7
0.555539 92 24 7
0.539962 93 24 7
0.524021 94 24 7
0.507726 95 24 7
0.49109 96 24 7
0.474122 97 24 7
0.456835 98 24 7
0.439239 99 24 7
0.421348 100 24 7
0.403172 101 24 7
0.384725 102 24 7
0.366019 103 24 7
0.347066 104 24 7
0.327879 105 24 7
0.30847 106 24 7
0.288854 107 24 7
0.269044 108 24 7
0.249051 109 24 7
0.228891 110 24 7
0.208577 111 24 7
0.188122 112 24 7
0.16754 113 24 7
0.146846 114 24 7
0.126052 115 24 7
0.105173 116 24 7
0.084224 117 24 7
0.0632177 118 24 7
0.0421688 119 24 7
0.0210915 120 24 7
0 121 24 7
0 0 25 7
0.0214412 1 25 7
0.042868 2 25 7
0.0642659 3 25 7
0.0856205 4 25 7
0.106917 5 25 7
0.128142 6 25 7
0.149281 7 25 7
0.170318 8 25 7
0.191241 9 25 7
0.212035 10 25 7
0.232687 11 25 7
0.253181 12 25 7
0.273505 13 25 7
0.293644 14 25 7
0.313585 15 25 7
0.333315 16 25 7
0.35282 17 25 7
0.372088 18 25 7
0.391105 19 25 7
0.409858 20 25 7
0.428334 21 25 7
0.446522 22 25 7
0.464409 23 25 7
0.481983 24 25 7
0.499232 25 25 7
0.516145 26 25 7
0.53271 27 25 7
0.548915 28 25 7
0.564751 29 25 7
0.580206 30 25 7
0.595269 31 25 7
0.609932 32 25 7
0.624183 33 25 7
0.638014 34 25 7
0.651415 35 25 7
0.664376 36 25 7
0.67689 37 25 7
0.688947 38 25 7
0.70054 39 25 7
0.711661 40 25 7
0.722302 41 25 7
0.732456 42 25 7
0.742117 43 25 7
0.751277 44 25 7
0.759931 45 25 7
0.768072 46 25 7
0.775696 47 25 7
0.782797 48 25 7
0.78937 49 25 7
0.795412 50 25 7
0.800917 51 25 7
0.805882 52 25 7
0.810304 53 25 7
0.814179 54 25 7
0.817506 55 25 7
0.820282 56 25 7
0.822505 57 25 7
0.824174 58 25 7
0.825287 59 25 7
0.825843 60 25 7
0.825843 61 25 7
0.825287 62 25 7
0.824174 63 25 7
0.822505 64 25 7
0.820282 65 25 7
0.817506 66 25 7
0.814179 67 25 7
0.810304 68 25 7
0.805882 69 25 7
0.800917 70 25 7
0.795412 71 25 7
0.78937 72 25 7
0.782797 73 25 7
0.775696 74 25 7
0.768072 75 25 7
0.759931 76 25 7
0.751277 77 25 7
0.742117 78 25 7
0.732456 79 25 7
0.722302 80 25 7
0.711661 81 25 7
0.70054 82 25 7
0.688947 83 25 7
0.67689 84 25 7
0.664376 85 25 7
0.651415 86 25 7
0.638014 87 25 7
0.624183 88 25 7
0.609932 89 25 7
0.595269 90 25 7
0.580206 91 25 7
0.564751 92 25 7
0.548915 93 25 7
0.53271 94 25 7
0.516145 95 25 7
0.499232 96 25 7
0.481983 97 25 7
0.464409 98 25 7
0.446522 99 25 7
0.428334 100 25 7
0.409858 101 25 7
0.391105 102 25 7
0.372088 103 25 7
0.35282 104 25 7
0.333315 105 25 7
0.313585 106 25 7
0.293644 107 25 7
0.273505 108 25 7
0.253181 109 25 7
0.232687 110 25 7
0.212035 111 25 7
0.191241 112 25 7
0.170318 113 25 7
0.149281 114 25 7
0.128142 115 25 7
0.106917 116 25 7
0.0856205 117 25 7
0.0642659 118 25 7
0.042868 119 25 7
0.0214412 120 25 7
0 121 25 7
0 0 26 7
0.0217341 1 26 7
0.0434536 2 26 7
0.0651437 3 26 7
0.08679 4 26 7
0.108378 5 26 7
0.129892 6 26 7
0.15132 7 26 7
0.172645 8 26 7
0.193853 9 26 7
0.214932 10 26 7
0.235865 11 26 7
0.256639 12 26 7
0.27724 13 26 7
0.297655 14 26 7
0.317868 15 26 7
0.337868 16 26 7
0.35764 17 26 7
0.37717 18 26 7
0.396447 19 26 7
0.415456 20 26 7
0.434185 21 26 7
0.452621 22 26 7
0.470753 23 26 7
0.488567 24 26 7
0.506051 25 26 7
0.523195 26 26 7
0.539986 27 26 7
0.556413 28 26 7
0.572465 29 26 7
0.588131 30 26 7
0.6034 31 26 7
0.618263 32 26 7
0.632709 33 26 7
0.646729 34 26 7
0.660312 35 26 7
0.673451 36 26 7
0.686135 37 26 7
0.698357 38 26 7
0.710109 39 26 7
0.721381 40 26 7
0.732168 41 26 7
0.742461 42 26 7
0.752253 43 26 7
0.761538 44 26 7
0.77031 45 26 7
0.778563 46 26 7
0.786291 47 26 7
0.793489 48 26 7
0.800152 49 26 7
0.806276 50 26 7
0.811856 51 26 7
0.816889 52 26 7
0.821372 53 26 7
0.8253 54 26 7
0.828673 55 26 7
0.831486 56 26 7
0.83374 57 26 7
0.835431 58 26 7
0.836559 59 26 7
0.837123 60 26 7
0.837123 61 26 7
0.836559 62 26 7
0.835431 63 26 7
0.83374 64 26 7
0.831486 65 26 7
0.828673 66 26 7
0.8253 67 26 7
0.821372 68 26 7
0.816889 69 26 7
0.811856 70 26 7
0.806276 71 26 7
0.800152 72 26 7
0.793489 73 26 7
0.786291 74 26 7
0.778563 75 26 7
0.77031 76 26 7
0.761538 77 26 7
0.752253 78 26 7
0.742461 79 26 7
0.732168 80 26 7
0.721381 81 26 7
0.710109 82 26 7
0.698357 83 26 7
0.686135 84 26 7
0.673451 85 26 7
0.660312 86 26 7
0.646729 87 26 7
0.632709 88 26 7
0.618263 89 26 7
0.6034 90 26 7
0.588131 91 26 7
0.572465 92 26 7
0.556413 93 26 7
0.539986 94 26 7
0.523195 95 26 7
0.506051 96 26 7
0.488567 97 26 7
0.470753 98 26 7
0.452621 99 26 7
0.434185 100 26 7
0.415456 101 26 7
0.396447 102 26 7
0.37717 103 26 7
0.35764 104 26 7
0.337868 105 26 7
0.317868 106 26 7
0.297655 107 26 7
0.27724 108 26 7
0.256639 109 26 7
0.235865 110 26 7
0.214932 111 26 7
0.193853 112 26 7
0.172645 113 26 7
0.15132 114 26 7
0.129892 115 26 7
0.108378 116 26 7
0.08679 117 26 7
0.0651437 118 26 7
0.0434536 119 26 7
0.0217341 120 26 7
0 121 26 7
0 0 27 7
0.0219693 1 27 7
0.0439239 2 27 7
0.0658488 3 27 7
0.0877293 4 27 7
0.109551 5 27 7
0.131298 6 27 7
0.152957 7 27 7
0.174513 8 27 7
0.195952 9 27 7
0.217258 10 27 7
0.238418 11 27 7
0.259417 12 27 7
0.280241 13 27 7
0.300876 14 27 7
0.321309 15 27 7
0.341525 16 27 7
0.36151 17 27 7
0.381252 18 27 7
0.400737 19 27 7
0.419952 20 27 7
0.438884 21 27 7
0.45752 22 27 7
0.475848 23 27 7
0.493854 24 27 7
0.511528 25 27 7
0.528857 26 27 7
0.54583 27 27 7
0.562435 28 27 7
0.57866 29 27 7
0.594496 30 27 7
0.609931 31 27 7
0.624954 32 27 7
0.639557 33 27 7
0.653728 34 27 7
0.667459 35 27 7
0.680739 36 27 7
0.693561 37 27 7
0.705916 38 27 7
0.717794 39 27 7
0.729189 40 27 7
0.740092 41 27 7
0.750496 42 27 7
0.760395 43 27 7
0.769781 44 27 7
0.778647 45 27 7
0.78699 46 27 7
0.794801 47 27 7
0.802077 48 27 7
0.808812 49 27 7
0.815002 50 27 7
0.820643 51 27 7
0.82573 52 27 7
0.830261 53 27 7
0.834232 54 27 7
0.837641 55 27 7
0.840486 56 27 7
0.842763 57 27 7
0.844473 58 27 7
0.845613 59 27 7
0.846184 60 27 7
0.846184 61 27 7
0.845613 62 27 7
0.844473 63 27 7
0.842763 64 27 7
0.840486 65 27 7
0.837641 66 27 7
0.834232 67 27 7
0.830261 68 27 7
0.82573 69 27 7
0.820643 70 27 7
0.815002 71 27 7
0.808812 72 27 7
0.802077 73 27 7
0.794801 74 27 7
0.78699 75 27 7
0.778647 76 27 7
0.769781 77 27 7
0.760395 78 27 7
0.750496 79 27 7
0.740092 80 27 7
0.729189 81 27 7
0.717794 82 27 7
0.705916 83 27 7
0.693561 84 27 7
0.680739 85 27 7
0.667459 86 27 7
0.653728 87 27 7
0.639557 88 27 7
0.624954 89 27 7
0.609931 90 27 7
0.594496 91 27 7
0.57866 92 27 7
0.562435 93 27 7
0.54583 94 27 7
0.528857 95 27 7
0.511528 96 27 7
0.493854 97 27 7
0.475848 98 27 7
0.45752 99 27 7
0.438884 100 27 7
0.419952 101 27 7
0.400737 102 27 7
0.381252 103 27 7
0.36151 104 27 7
0.341525 105 27 7
0.321309 106 27 7
0.300876 107 27 7
0.280241 108 27 7
0.259417 109 27 7
0.238418 110 27 7
0.217258 111 27 7
0.195952 112 27 7
0.174513 113 27 7
0.152957 114 27 7
0.131298 115 27 7
0.109551 116 27 7
0.0877293 117 27 7
0.0658488 118 27 7
0.0439239 119 27 7
0.0219693 120 27 7
0 121 27 7
0 0 28 7
0.0221463 1 28 7
0.0442777 2 28 7
0.0663792 3 28 7
0.088436 4 28 7
0.110433 5 28 7
0.132356 6 28 7
0.154189 7 28 7
0.175919 8 28 7
0.19753 9 28 7
0.219008 10 28 7
0.240338 11 28 7
0.261506 12 28 7
0.282498 13 28 7
0.3033 14 28 7
0.323897 15 28 7
0.344276 16 28 7
0.364422 17 28 7
0.384323 18 28 7
0.403965 19 28 7
0.423335 20 28 7
0.442419 21 28 7
0.461205 22 28 7
0.479681 23 28 7
0.497832 24 28 7
0.515649 25 28 7
0.533117 26 28 7
0.550227 27 28 7
0.566965 28 28 7
0.583322 29 28 7
0.599285 30 28 7
0.614844 31 28 7
0.629989 32 28 7
0.644709 33 28 7
0.658994 34 28 7
0.672835 35 28 7
0.686223 36 28 7
0.699148 37 28 7
0.711602 38 28 7
0.723576 39 28 7
0.735063 40 28 7
0.746054 41 28 7
0.756542 42 28 7
0.76652 43 28 7
0.775981 44 28 7
0.78492 45 28 7
0.793329 46 28 7
0.801203 47 28 7
0.808538 48 28 7
0.815327 49 28 7
0.821567 50 28 7
0.827253 51 28 7
0.832382 52 28 7
0.836949 53 28 7
0.840952 54 28 7
0.844389 55 28 7
0.847256 56 28 7
0.849552 57 28 7
0.851275 58 28 7
0.852425 59 28 7
0.853 60 28 7
0.853 61 28 7
0.852425 62 28 7
0.851275 63 28 7
0.849552 64 28 7
